"id","pred"
"N_503_506",0.558642298634547
"N_503_509",0.469488886554906
"N_503_511",0.42656905161829
"N_503_512",0.213570214687281
"N_503_524",0.507215086046839
"N_503_527",0.246338455637196
"N_503_535",0.284171705663672
"N_503_536",0.253392470248533
"N_503_539",0.253425807354471
"N_503_547",0.577893413098302
"N_503_551",0.250714373968271
"N_503_552",0.421820234694014
"N_503_559",0.11026509901184
"N_503_561",0.487613537482955
"N_503_565",0.499263870066743
"N_503_569",0.352157791886545
"N_503_577",0.117305763023739
"N_503_586",0.535387050977263
"N_503_595",0.184806915298857
"N_503_607",0.153825957093941
"N_503_623",0.188099892977347
"N_503_636",0.140851822228497
"N_503_651",0.0990496327241577
"N_503_655",0.280086658861327
"N_503_660",0.244108392890509
"N_503_662",0.334082760544977
"N_503_666",0.115830392841721
"N_503_670",0.346197581303179
"N_503_671",0.11451967408446
"N_503_673",0.329100535314332
"N_503_675",0.387392369850798
"N_503_676",0.142589373602376
"N_503_682",0.547923292133619
"N_503_683",0.508413648441101
"N_503_689",0.469797065652064
"N_503_708",0.110758488023199
"N_503_714",0.395482162319526
"N_503_720",0.256782961855454
"N_503_721",0.130196134348163
"N_503_722",0.274882955937007
"N_503_731",0.106971897772701
"N_503_733",0.412523820635406
"N_503_738",0.182278359108762
"N_503_740",0.556477947906829
"N_503_745",0.507378262691332
"N_503_765",0.449592593053894
"N_503_766",0.291937618529534
"N_503_786",0.135704980332364
"N_503_789",0.352190554403326
"N_503_790",0.289708459598078
"N_503_793",0.243540238071842
"N_503_794",0.284538280179933
"N_503_810",0.197409540522854
"N_503_818",0.300541178810246
"N_503_821",0.187519133594976
"N_503_822",0.345360377304424
"N_503_825",0.351921876799451
"N_503_829",0.146143902506304
"N_503_835",0.382287761740094
"N_503_839",0.157457011346551
"N_503_840",0.151152110882716
"N_503_843",0.210756010906763
"N_503_849",0.41118013610511
"N_503_853",0.156267722001205
"N_506_509",0.371730872810306
"N_506_511",0.332152538819009
"N_506_512",0.153665046011908
"N_506_524",0.407637649109868
"N_506_527",0.179337980534839
"N_506_535",0.209744882062231
"N_506_536",0.184944216630981
"N_506_539",0.18497077951041
"N_506_547",0.477896759530395
"N_506_551",0.182812411040251
"N_506_552",0.327853865150995
"N_506_559",0.0765170810074355
"N_506_561",0.388847757643733
"N_506_565",0.399980410553078
"N_506_569",0.266555388614302
"N_506_577",0.0816004928109831
"N_506_586",0.435162892981716
"N_506_595",0.131619405006224
"N_506_607",0.108369467826716
"N_506_623",0.134120587079782
"N_506_636",0.0987816968182183
"N_506_651",0.0684700885437186
"N_506_655",0.206421215851306
"N_506_660",0.177571553333795
"N_506_662",0.251170588467636
"N_506_666",0.0805332213539485
"N_506_670",0.261459267998786
"N_506_671",0.0795859675202993
"N_506_673",0.246966275324519
"N_506_675",0.297153682420584
"N_506_676",0.100060712931972
"N_506_682",0.447613268114532
"N_506_683",0.408796106973574
"N_506_689",0.372019881074321
"N_506_708",0.0768725091002354
"N_506_714",0.304295082881747
"N_506_720",0.187649032887546
"N_506_721",0.0909716870028663
"N_506_722",0.202201731507025
"N_506_731",0.0741478078946544
"N_506_733",0.319484039500028
"N_506_738",0.129702783233572
"N_506_740",0.45618214634139
"N_506_745",0.407795300716881
"N_506_765",0.353219082497843
"N_506_766",0.216090841166828
"N_506_786",0.0950021443445271
"N_506_789",0.266583464330397
"N_506_790",0.21426557387323
"N_506_793",0.177121973305359
"N_506_794",0.210043619407815
"N_506_810",0.141223334630448
"N_506_818",0.223163649555975
"N_506_821",0.133679048346373
"N_506_822",0.260745259903691
"N_506_825",0.26635324244261
"N_506_829",0.102682033656475
"N_506_835",0.292670067651034
"N_506_839",0.111068365045073
"N_506_840",0.106386417995598
"N_506_843",0.151488155561021
"N_506_849",0.318279221265918
"N_506_853",0.11018363326244
"N_509_511",0.428697032468045
"N_509_512",0.215034087597133
"N_509_524",0.509387998466019
"N_509_527",0.247956115798914
"N_509_535",0.285943548810678
"N_509_536",0.255040777231647
"N_509_539",0.255074257106232
"N_509_547",0.580012729328119
"N_509_551",0.252351148264547
"N_509_552",0.423942039766255
"N_509_559",0.111120939128046
"N_509_561",0.489785938860955
"N_509_565",0.501437380575369
"N_509_569",0.354143818275536
"N_509_577",0.11820899001576
"N_509_586",0.537549000141378
"N_509_595",0.186120295088407
"N_509_607",0.154961015639508
"N_509_623",0.189431237033507
"N_509_636",0.141907201643382
"N_509_651",0.099828189287472
"N_509_655",0.281843059865369
"N_509_660",0.245716183151119
"N_509_662",0.336019722706982
"N_509_666",0.116723762027012
"N_509_670",0.348168059161381
"N_509_671",0.115404253526814
"N_509_673",0.331022970411143
"N_509_675",0.389457648946584
"N_509_676",0.14365559530343
"N_509_682",0.550075929539797
"N_509_683",0.51058637537521
"N_509_689",0.471963204934617
"N_509_708",0.111617677241928
"N_509_714",0.397562580935597
"N_509_720",0.258445689279132
"N_509_721",0.131183863473938
"N_509_722",0.276619263447293
"N_509_731",0.107805274261878
"N_509_733",0.41463239831635
"N_509_738",0.183577815769106
"N_509_740",0.558622664340612
"N_509_745",0.509551151326437
"N_509_765",0.451744946959902
"N_509_766",0.293738013473337
"N_509_786",0.136727932594932
"N_509_789",0.354176664546928
"N_509_790",0.291500766814876
"N_509_793",0.245145499855971
