"id","pred"
"N_503_506",0.421671026201781
"N_503_509",0.413732581002323
"N_503_511",0.260175004821651
"N_503_512",0.140019292058576
"N_503_524",0.421370275343904
"N_503_527",0.209516573690718
"N_503_535",0.13956014257077
"N_503_536",0.210593694697638
"N_503_539",0.183403314449617
"N_503_547",0.429762872494003
"N_503_551",0.169115433761049
"N_503_552",0.266306301058973
"N_503_559",0.0997466815635534
"N_503_561",0.431401916975747
"N_503_565",0.448858061351299
"N_503_569",0.10946729705327
"N_503_577",0.154906008403639
"N_503_586",0.257140043980591
"N_503_595",0.201055111012273
"N_503_607",0.189840858556169
"N_503_623",0.169964593566582
"N_503_636",0.133771745889981
"N_503_651",0.110366119595599
"N_503_655",0.197765357546108
"N_503_660",0.219465701429703
"N_503_662",0.279840664854327
"N_503_666",0.14368417850381
"N_503_670",0.273433393578307
"N_503_671",0.100748964476597
"N_503_673",0.209275397858605
"N_503_675",0.183494094399627
"N_503_676",0.144179265494823
"N_503_682",0.209515837030728
"N_503_683",0.258698578455097
"N_503_689",0.402916984716187
"N_503_708",0.141463394737032
"N_503_714",0.394124049256176
"N_503_720",0.227487964484959
"N_503_721",0.110027012828368
"N_503_722",0.294869771465505
"N_503_731",0.109416733412731
"N_503_733",0.213913531352204
"N_503_738",0.177338404645016
"N_503_740",0.409707044174616
"N_503_745",0.410996227819748
"N_503_765",0.218214254576305
"N_503_766",0.244765759485099
"N_503_786",0.204142029257074
"N_503_789",0.247106413054216
"N_503_790",0.237965346244945
"N_503_793",0.200871430581574
"N_503_794",0.190907309984057
"N_503_810",0.192887910846245
"N_503_818",0.245242038725121
"N_503_821",0.20308816056708
"N_503_822",0.174273382334918
"N_503_825",0.201827350912731
"N_503_829",0.175928896658452
"N_503_835",0.278803158268267
"N_503_839",0.100788231086037
"N_503_840",0.155231596456461
"N_503_843",0.228317914642785
"N_503_849",0.286026698528445
"N_503_853",0.152036357532053
"N_506_509",0.435318905067416
"N_506_511",0.277542359816063
"N_506_512",0.151003019443286
"N_506_524",0.443053943449584
"N_506_527",0.224528619455633
"N_506_535",0.150514156087573
"N_506_536",0.225660885348635
"N_506_539",0.197010637454943
"N_506_547",0.451541397767761
"N_506_551",0.181898822144167
"N_506_552",0.283925864817418
"N_506_559",0.107967871368653
"N_506_561",0.45319749002793
"N_506_565",0.470805317045765
"N_506_569",0.118384310613014
"N_506_577",0.166830973097659
"N_506_586",0.274379942876536
"N_506_595",0.215626262848409
"N_506_607",0.203806599592171
"N_506_623",0.18279804813057
"N_506_636",0.144347649041907
"N_506_651",0.119346537401838
"N_506_655",0.212161402514518
"N_506_660",0.23497870539337
"N_506_662",0.297992001288227
"N_506_666",0.154903611699182
"N_506_670",0.29133726179361
"N_506_671",0.109042757168646
"N_506_673",0.224275065956622
"N_506_675",0.19710652695023
"N_506_676",0.155430340154829
"N_506_682",0.224527845005533
"N_506_683",0.276004145871836
"N_506_689",0.42434745617328
"N_506_708",0.152540310357235
"N_506_714",0.415412222177777
"N_506_720",0.243391201591602
"N_506_721",0.118983528136476
"N_506_722",0.313571480436037
"N_506_731",0.118330175439092
"N_506_733",0.229149295906544
"N_506_738",0.190600779563395
"N_506_740",0.4312378287847
"N_506_745",0.432545117367299
"N_506_765",0.233665281192637
"N_506_766",0.261468036488757
"N_506_786",0.21887561135159
"N_506_789",0.263912597435025
"N_506_790",0.254359866586182
"N_506_793",0.215432859991726
"N_506_794",0.204931659934649
"N_506_810",0.207020530616571
"N_506_818",0.261965542725615
"N_506_821",0.217766493789289
"N_506_822",0.187358741577844
"N_506_825",0.21643930783239
"N_506_829",0.189110092006724
"N_506_835",0.296914944267448
"N_506_839",0.109084864138646
"N_506_840",0.167176667305082
"N_506_843",0.244260826514744
"N_506_849",0.304409674863366
"N_506_853",0.163783224596305
"N_509_511",0.300704312857361
"N_509_512",0.166031678637105
"N_509_524",0.471023038477427
"N_509_527",0.244765273513445
"N_509_535",0.165503645583011
"N_509_536",0.245967221153126
"N_509_539",0.215456200690384
"N_509_547",0.479584916106726
"N_509_551",0.199280642812359
"N_509_552",0.307393878534376
"N_509_559",0.11931536658272
"N_509_561",0.48125361145949
"N_509_565",0.498956818678484
"N_509_569",0.130666216275943
"N_509_577",0.183095191070291
"N_509_586",0.297386616411866
"N_509_595",0.235304016332203
"N_509_607",0.222711973504562
"N_509_623",0.200244764326446
"N_509_636",0.158837852600978
"N_509_651",0.131713356115818
"N_509_655",0.23161632730066
"N_509_660",0.255846478146079
"N_509_662",0.32209968543246
"N_509_666",0.170242635104235
"N_509_670",0.315148262422593
"N_509_671",0.120487964424544
"N_509_673",0.244496072507209
"N_509_675",0.215558657988832
"N_509_676",0.170810979572212
"N_509_682",0.244764451293985
"N_509_683",0.299090873077567
"N_509_689",0.452094232032497
"N_509_708",0.167691749159162
"N_509_714",0.443024389640607
"N_509_720",0.2647475217194
"N_509_721",0.13131834044349
"N_509_722",0.338332109082535
"N_509_731",0.130607296821633
"N_509_733",0.249668327335085
"N_509_738",0.20860211028644
"N_509_740",0.459075844576808
"N_509_745",0.460399211567556
"N_509_765",0.254455208887526
"N_509_766",0.28381551680196
"N_509_786",0.238759633234123
"N_509_789",0.286387991805902
"N_509_790",0.276327128660773
"N_509_793",0.235098253889765
"N_509_794",0.223912046386329
"N_509_810",0.226139356926522
"N_509_818",0.284339173504491
"N_509_821",0.237580402608948
"N_509_822",0.205131478385573
"N_509_825",0.236168918417747
"N_509_829",0.20700664152303
"N_509_835",0.320975334010687
"N_509_839",0.120533893066473
"N_509_840",0.183467165534224
"N_509_843",0.26566665886821
"N_509_849",0.328793381894213
"N_509_853",0.179814444965518
"N_511_512",0.241048999179822
"N_511_524",0.586870226345631
"N_511_527",0.340818443147878
"N_511_535",0.240351146217193
"N_511_536",0.34227830170372
"N_511_539",0.304647204819732
"N_511_547",0.5951686050971
"N_511_551",0.284201217060786
"N_511_552",0.414534335889494
"N_511_559",0.177723221526669
"N_511_561",0.596778288174486
"N_511_565",0.613703592218841
"N_511_569",0.193410307628481
"N_511_577",0.263387321049313
"N_511_586",0.403068959550972
"N_511_595",0.329263027500285
"N_511_607",0.313705581279891
"N_511_623",0.285429732000527
"N_511_636",0.231507108450548
"N_511_651",0.194847569720151
"N_511_655",0.324728119763351
"N_511_660",0.354208730277031
"N_511_662",0.431174863704012
"N_511_666",0.246599978862349
"N_511_670",0.423339475620246
