"id","pred"
"N_503_506",0.612894706718868
"N_503_509",0.460332793855624
"N_503_511",0.383670699143734
"N_503_512",0.22047255754668
"N_503_524",0.508555163593513
"N_503_527",0.367641968432617
"N_503_535",0.300957798226881
"N_503_536",0.390005746637641
"N_503_539",0.281688882331588
"N_503_547",0.666245689487801
"N_503_551",0.297245189631042
"N_503_552",0.455936453768724
"N_503_559",0.152128115425231
"N_503_561",0.537455320088971
"N_503_565",0.683218372090065
"N_503_569",0.238513672665918
"N_503_577",0.143938424090183
"N_503_586",0.482196453088423
"N_503_595",0.26806759538563
"N_503_607",0.328238275778727
"N_503_623",0.207466787186512
"N_503_636",0.198101520236751
"N_503_651",0.195081574971387
"N_503_655",0.288910714596826
"N_503_660",0.291054085779115
"N_503_662",0.406792980494003
"N_503_666",0.219646945036014
"N_503_670",0.432889634608374
"N_503_671",0.132617060172794
"N_503_673",0.309851882603969
"N_503_675",0.423041336965769
"N_503_676",0.165032720214524
"N_503_682",0.592219635539741
"N_503_683",0.52085106701083
"N_503_689",0.460332793855624
"N_503_708",0.218398362531006
"N_503_714",0.45551488277025
"N_503_720",0.314017671412974
"N_503_721",0.118543924874152
"N_503_722",0.423041336965769
"N_503_731",0.145015073910827
"N_503_733",0.482196453088423
"N_503_738",0.210676261670476
"N_503_740",0.64000247830928
"N_503_745",0.422211881839857
"N_503_765",0.58759404565787
"N_503_766",0.327863624673384
"N_503_786",0.262586389847177
"N_503_789",0.468172110237736
"N_503_790",0.418311192927904
"N_503_793",0.337169327294547
"N_503_794",0.324345281418223
"N_503_810",0.247886307150832
"N_503_818",0.337549271800339
"N_503_821",0.341138528429719
"N_503_822",0.265366782979462
"N_503_825",0.415367503264153
"N_503_829",0.242368702299944
"N_503_835",0.467748952331611
"N_503_839",0.202881228687004
"N_503_840",0.193672374526387
"N_503_843",0.347872232500331
"N_503_849",0.446744891436015
"N_503_853",0.238822501433782
"N_506_509",0.227066374919904
"N_506_511",0.176543328339677
"N_506_512",0.0887606242966941
"N_506_524",0.262750038990566
"N_506_527",0.166825601504492
"N_506_535",0.129128219477835
"N_506_536",0.180459728927673
"N_506_539",0.118988124637788
"N_506_547",0.407407165722378
"N_506_551",0.127149744126188
"N_506_552",0.223973237154795
"N_506_559",0.0581974368736795
"N_506_561",0.285805187116704
"N_506_565",0.426206412339378
"N_506_569",0.0973701017046012
"N_506_577",0.0547379704879967
"N_506_586",0.242836260702467
"N_506_595",0.112007563313253
"N_506_607",0.144042573226721
"N_506_623",0.0827003027357045
"N_506_636",0.0784099096405303
"N_506_651",0.0770393007118031
"N_506_655",0.122751519607715
"N_506_660",0.12387693441824
"N_506_662",0.19105232916195
"N_506_666",0.0883723233582186
"N_506_670",0.208165502495117
"N_506_671",0.0500226297361409
"N_506_673",0.13391709957535
"N_506_675",0.201612173889311
"N_506_676",0.063733095452247
"N_506_682",0.333410718807357
"N_506_683",0.272396969232812
"N_506_689",0.227066374919904
"N_506_708",0.0877860237386019
"N_506_714",0.223677967759395
"N_506_720",0.136184286437575
"N_506_721",0.044266986071146
"N_506_722",0.201612173889311
"N_506_731",0.0551904222139581
"N_506_733",0.242836260702467
"N_506_738",0.0841846830420248
"N_506_740",0.379758609359571
"N_506_745",0.201065574212785
"N_506_765",0.329174793186501
"N_506_766",0.143833147670931
"N_506_786",0.109241079394728
"N_506_789",0.232645728825076
"N_506_790",0.198506056608017
"N_506_793",0.149074026293188
"N_506_794",0.141872810363314
"N_506_810",0.101938841690634
"N_506_818",0.149289752135444
"N_506_821",0.151334500023972
"N_506_822",0.110641396283837
"N_506_825",0.196586404525522
"N_506_829",0.0992411744969185
"N_506_835",0.232342449359832
"N_506_839",0.0805919852779309
"N_506_840",0.0764018591724462
"N_506_843",0.155204226248702
